en,md
bellows,空盒；風箱；蛇腹
alder,赤楊木
life-size,真人比例
fission,分裂；核分裂
landmine,地雷
bod,泥團
flexion,彎曲；屈曲
alternates,替代方案
islet,嶼；小島
counterclockwise,逆時針方向；逆時鐘方向；逆時針的
thermodynamics,熱力學
detonation,爆炸；引爆；起爆；爆震；震爆
mysticism,神秘主義
shears,大剪刀
comforter,棉被
androgen,男性荷爾蒙；雄性激素；雄性素；雄激素
insular,島的
summation,總和；求和；積聚；累加
lumpy,粗糙的
jukebox,點唱機
pail,桶
fibrillation,纖維化；纖維顫動
nand,反及
honeybee,蜜蜂
postmortem,死後
crustacean,甲殼類；甲殼類動物；甲殼動物
letdown,下降；減速
antagonism,敵對；拮抗
indentation,內縮；刻痕；壓痕；凹入；凹岸；壓凹
undercurrent,暗流；底流；潛流
centrifugal,離心機；離心的
tele,凍土
neoliberalism,新自由主義
delirium,妄想；譫妄
revisionist,修正主義者
typhoid,傷寒
telematics,電傳
agonist,促效劑
serpentine,蛇紋石
pulsar,脈衝星
hippocampus,海馬迴；海馬體；海馬區
hippies,嬉皮
exfoliate,剝落；剝離
mush,玉米粥；泥冰
flotation,浮；漂浮
trade-in,折舊換新
seamer,封口機
chromatin,染色質
newsstand,新聞站
acclimate,適應氣候
stillwater,靜水
mid-air,中空
pinion,齒輪；小齒輪
exemplar,範例
extrovert,外翻；外向者
yardstick,尺標；碼尺
cytokines,細胞激素
microwaves,微波
conciliation,調解
gauze,網；紗；紗布
geospatial,地理空間
oxycodone,羥考酮
pus,膿
harmonics,泛音；諧波
duster,塵暴；乾井
zeitgeist,時代精神
frock,外套
self-expression,自我表現
feedstock,原料；進料
precipice,寶石；懸崖
savanna,稀樹草原；熱帶草原
antifreeze,抗凍劑；防凍劑；水箱精
emboss,浮雕；壓花
rotunda,圓形
kip,千磅
cryptography,密碼學
breathability,透氣性
faeces,糞便
implosion,內爆
endoscopy,內視鏡
freckle,斑點；黑星病
oxytocin,催產素
anaemia,貧血；貧血病
prioritization,優先
bequest,遺贈
detoxify,去毒
eminence,高地
underpass,地下道
permutations,排列
humanism,人文主義
idolatry,偶像崇拜
atherosclerosis,動脈粥狀硬化；動脈粥樣硬化
esophageal,食道的
discontinuation,停產
pagoda,塔；涼亭
dropper,滴管
infill,著色
liberalization,自由化
freeware,免費軟體
insufficiency,不全；機能不全
derailment,出軌；脫軌
dystrophy,營養不良；失養
heterogeneity,不均勻；異質性
incompatibility,不相容性
cyan,青色；青藍色
bicycling,跑片
nitrates,硝酸鹽
mutton,綿羊肉
baboon,狒狒
soundscape,音景
wolfpack,狼群
litmus,石蕊
floater,浮舟
doppler,都卜勒
repertory,曲目
flack,推銷員
swatches,色樣
generality,一般性
chlorophyll,葉綠素
intensification,發展；加強；加厚；增強法
jaundice,黃疸；黃膽
refractory,耐火材料
laceration,撕裂
atoll,環礁
spectrometer,光譜儀；光譜計
backwater,回流；回水；回收水
albatross,信天翁
paracetamol,乙醯胺酚
lye,鹼水；鹼液
curcumin,薑黃素
permeability,透性；滲透率；透氣性；透過性；通透性；滲透性
reproductions,複製品
journeyman,熟練工人
convex,凸；凸面的
redirection,改向
fainting,昏倒；昏厥
ethylene,乙烯
lard,豬油；豬脂
yak,犛牛
extrusion,擠壓；擠出；噴出；外延
urethra,尿道
necrosis,壞死；肌肉壞死
reconstitute,重建
polystyrene,聚苯乙烯
nameplate,名牌；銘牌
papyrus,紙草；紙莎草
velvety,天鵝絨般的
preorder,前序
codeine,可待因
pox,痘
canaries,高頻噪音
blackhead,黑頭粉刺
snout,吻
by-products,副產品
firestone,火石
intonation,聲調
tartar,酒石
spaceflight,太空飛行
watertight,不透水；水密；水密性
countermeasures,反制措施
carcinogenic,致癌的
aggressiveness,攻擊性
lichen,地衣
glycol,甘醇；乙二醇
transcendental,超越的；先驗的
rattlesnake,響尾蛇
flue,煙道
knoll,圓丘
off-peak,離峰
enumeration,列舉；枚舉
teleconference,電話會談；遠距會議
manhole,人孔；進入孔
cranial,顱的
glycerin,甘油
microgram,微克
antihistamine,抗組織胺
alleles,對偶基因
incinerator,焚化爐
cline,族群相
reassessment,重評估
acetaminophen,乙醯胺酚
topaz,黃玉
spillover,溢流；漏失；溢波
incapacity,無能力
mesothelioma,間皮瘤
megabyte,百萬位元組
waterfowl,水禽
vesicle,囊；氣泡；氣孔；氣室；囊泡
attenuation,衰退；減弱；衰減
foreskin,包皮
daybreak,破曉
camshaft,凸輪軸
paucity,缺乏
vise,虎鉗；老虎鉗
buckwheat,蕎麥
pariah,賤民
odometer,里程計；計數器；里程表
ambivalence,矛盾
stenosis,狹窄；阻塞；狹窄症
geneticist,遺傳學者
dike,堤；堤防；光牆；岩脈
handyman,工友
guaranty,保證；擔保
castings,鑄件
transponder,識別器；轉發器；答詢機
cochlear,耳蝸；耳蝸的
ubiquity,無所不在
subclass,子類；亞綱；次型；子類別
zoology,動物學
inanimate,無生命的
cinder,爐渣；餘燼；煤渣
monorail,單軌
self-discipline,自律
epithet,小名
barracuda,金梭魚
admonition,警告
abut,支持的
transceiver,收發器；收發報機
acceptability,接受性
bugging,安裝竊聽器
geoscience,地球科學
rationalization,合理化；理性化
markdown,降價
headgear,頭套；頭飾
anthropogenic,人為的
scalar,量度；純量
serif,襯線
vis-a-vis,鏡像
venison,鹿肉
decadence,頹廢風格
burlap,粗麻布
balancer,平衡器
capacitance,電容
lightbox,燈箱
subregion,亞區；次區域；子區域
fistula,瘻管
seafront,臨海區
dropouts,中輟生
mullet,烏魚；鳥魚
slow-moving,緩動
changeover,轉換；變換；切換
sorghum,高梁；蜀黍
perforation,穿孔；鑽孔
interpolation,插入；內插；內差
headland,岬角；海岬
marigold,萬壽菊
almanac,年鑑；曆書；天文曆；星曆
carpool,共乘；汽車共乘；共乘汽車
schiller,光
kerb,緣石
overshoot,超限；過衝；超搭
caine,卡因
lossless,無損
prosthetics,義肢
alfalfa,苜蓿；苜蓿草
turbocharger,渦輪增壓器
tetanus,破傷風
mastectomy,乳房切除術
breakpoint,斷點；分界點
hairdressers,理髮師
dissipation,消耗；消散；損耗；散逸；耗散
protease,蛋白酶；蛋白質分解酵素
interdict,阻絕
system-wide,全系統
aliase,別名
minimums,最低限
bidirectional,雙向；雙向的
ablation,損傷；摘除；剝離；耗損；消融；冰融；剝蝕；削磨；燒蝕
steampunk,蒸汽龐克
bokeh,散景
cicero,西塞羅
defecation,澄清；排便；排糞
mouthwash,漱口水
playroom,遊戲室
tibia,脛骨
geopolitics,地緣政治學
genera,屬
attenuate,減弱；衰減
enema,灌腸劑
excretion,排出；排泄
nadir,天底
meshes,網格
stander,機架
rigour,力氣
deceleration,減速；減速度
server-side,伺服器端；伺服端
cut-out,停機；切口
searchlight,探照燈
beaker,燒杯
interdependence,相互依存；相互依賴；互賴
predation,捕食
sawdust,鋸屑
stasis,停滯；鬱積
endorphins,腦內啡
vas,管
ketamine,K他命；愷他命
aorta,主動脈
permafrost,永凍層；永凍土
bauxite,礬土
mints,薄荷糖
meniscus,透鏡；半月板；彎月形
piggyback,揹負
intangibles,無形的
convulsion,災變；痙攣；抽搐
acme,盛期
pyrotechnic,煙火藥
thicket,叢林；灌叢
dismount,卸下
benzene,苯
streetlight,路燈
icebreaker,破冰船
disengagement,釋放；脫離
palisade,絕壁；陡崖
welt,隆起
mitre,斜切
overalls,工作服；工裝褲
chimera,嵌合體
sulfide,硫化物
anchovy,鯷；鮆
bridle,韁繩
opiates,鴉片類
mammography,乳房攝影；乳房攝影檢查
indemnification,賠償
seasonality,季節性
immobile,不動的
gypsum,石膏
naught,零
technocrat,技術官僚
megaphone,麥克風；擴音器
flaxseed,亞麻仁
peony,牡丹
sabine,賽
kaleidoscope,萬花筒
lengthwise,縱向
plotter,繪圖機
tampons,棉塞
fungicide,殺菌劑
screener,分級機
nave,中殿
raiser,浮點
lullaby,搖籃曲
parallax,視差；傾斜線
categorization,分類
etiology,病因；病因學
genitalia,生殖器
monstrosity,畸形
songbird,鳴禽
beautification,美化
pass-through,透通
struct,構
quagmire,沼澤地；泥潭；泥濘地
thruster,推進器；推力裝置
self-image,自我形象
margo,緣邊
redline,取消
melanin,黑色素
hypoglycemia,低血糖；低血糖症
pes,足
iconography,圖像學
joule,焦耳
equalization,均衡；等化；均等化
self-regulation,自律；自調；自動調整；自動調節；自調整
psychopaths,心理病態
clo,克羅
whit,微粒
stucco,灰泥
trustworthiness,信賴程度
hirst,沙壩
footbridge,小橋
dipole,雙極；偶極
impotence,陽痿；陽萎；性無能
coaxial,同軸；同軸線
encephalitis,腦炎
handiwork,手工
flexor,屈肌
ectopic,異位；異位的
trackpad,觸控板
demerit,記過；減點
conjugate,接合；共軛
hand-made,手工製造
renegotiation,重新協商
tune-up,調準
pathos,情感訴求
botanicals,植物藥
activator,觸媒；催化劑；活化劑；活化體
irradiation,輻射；照射；光滲；輻照
subsume,包容
indenture,契約
retrial,再審；重傳；重試
universality,普遍性
bookkeeper,簿記員
furrow,溝；槽溝
timbre,音色；音質
handrail,扶手
alpaca,羊駝
fire-fighting,滅火
vane,葉；葉片；羽片；風標
boron,硼
cicada,蟬
aeon,十億年
prospector,探勘者；探勘人員
land-use,土地利用
crystallize,結晶
basalt,玄武岩
torsion,扭轉；扭力；扭矩
recalibrate,重校
free-fall,自由落下
multi-media,多媒體
flavonoid,類黃酮
harem,後宮
aphids,蚜蟲
aureus,球菌
schooner,雙桅帆船
tradeoff,取捨
stork,鸛
micronutrient,微量營養素
resonator,共振腔
replenishment,補充
presser,壓榨機
perspiration,排汗；出汗
chromatography,色譜；層析法；色層分析
digitalisation,數位化
pancreatitis,胰臟炎；胰腺炎
oestrogen,雌激素
planar,平面；平面的
conifer,針葉樹
cadaver,屍體
centrality,中心性
coda,尾波
frostbite,凍瘡
biogas,沼氣
tonsil,扁桃腺
tribalism,部落主義
prostrate,無法站立
hemorrhoid,痔；痔瘡
strays,天電
carotid,頸動脈；頸動脈的
porches,門廊
elaboration,加工
hypersensitivity,過敏；過敏性；過敏症；過敏性的
ingress,進入；返回
plankton,浮游生物
bailing,汲取
acquirer,收購者；收單機構
ecotourism,生態旅遊
vaseline,凡士林
palpitation,心悸
initiator,啟動器
fulcrum,支點
crosstalk,交談；串音
gulls,鷗
paraffin,石蠟
kimono,和服
loci,軌跡；基因座
baseboard,踢腳板
prophylaxis,預防
epilogue,結尾
escapism,逃避主義
rump,腰；臀部
binocular,雙筒望遠鏡
easel,畫架
quartile,四等分
exoskeleton,外骨骼
co-payment,部分負擔
out-of-control,失控
seater,座機
tanked,當機
self-government,自治
borden,載貨量
girdle,帶；環帶；束腹
wraparound,裹包
handbrake,手煞車
neurosurgery,神經外科
propellant,推進劑；推進燃料
eyelet,小孔；眼孔
lymphocytes,淋巴球
hardback,精裝本
kinetics,動力學；運動學；運動力學
kimchi,韓國泡菜
idiocy,白癡；下愚
regurgitate,反芻
cruciate,十字形的；十字型的
vermin,害蟲
jammer,干擾器
pars,部分
takeovers,接管
vibrator,震動器；振動器
sub-contractor,分包商
algebraic,代數；代數的
herbivore,草食性；草食性動物；食草動物
waterborne,水載
flotilla,遣隊
demography,人口統計；人口學；人口統計學
multichannel,多通道
angina,心絞痛；咽峽炎
chopsticks,筷子
cess,水槽
glint,閃耀；閃光
gazelle,瞪羚
arranger,傳動裝置
sucrose,蔗糖
portraiture,肖像畫
homeostasis,恆定；自動調節；穩態；衡定；體內平衡；動態均衡；恆定狀態
hydrophobic,疏水；疏水性
insoles,鞋中底
bobbing,浮動
middleware,中介軟體
histone,組蛋白；組織蛋白
greenbelt,綠帶
geranium,鮮紅；天竺葵
praxis,實踐
slacks,便褲
actuators,致動器
alopecia,禿頭；禿髮；脫毛；毛髮脫落
shyness,害羞
deafness,聾；失聰
stillbirth,死胎；死產
warfarin,華法林
multi-use,多用途
crayfish,螯蝦
misinterpretation,誤讀
driftwood,漂流木；漂木
virology,病毒學
riparian,水邊；水邊的
sulphate,硫酸鹽
vertebrates,脊椎動物
amethyst,紫水晶
rainstorm,暴雨
rodman,桿手
impinge,衝擊；撞擊；碰撞
permanence,持久性
downwind,順風；下風
seashore,海岸；海濱
hybridization,融合；雜交；混成；雜合
anticipatory,前發的
demotion,降級；降職
gibberish,凌亂
occlusion,吸收；堵塞；遮蔽；吸附；閉塞；包藏
admittance,導納
shavings,刨花
sparrows,雀
switcher,開關；切換器
radioactivity,放射性
niacin,菸鹼；菸鹼酸
bioinformatics,生物資訊；生物資訊學
luminosity,亮度；光度；發光體；發光效率
toads,蟾蜍
plat,褶；地籍圖
mores,民德
co-existence,並存
point-to-point,點對點
preload,預載
hyperbolic,雙曲線
headrest,頭靠；頭枕
ontology,本體論；存在論
gigawatt,吉瓦
overgrowth,附生；過度生長
microbiota,微生物相
mangle,輾壓機
refraction,折射
gynecology,婦科醫學
larval,隱性的
inshore,近海；近岸；內灘
negation,反
parametric,參數
ganglion,神經節
broadside,大報；寬邊；舷側
sarcoma,肉瘤
timepieces,鐘錶
electrics,電體
faraday,法拉；法拉第
space-time,時空
spillway,溢洪道；溢流道
bund,堤岸
reactivity,反作用；反應率；反應性；反應度
parentage,母系；族系
layover,疊置
supposition,假定
dielectric,介質；介電
casein,酪蛋白
overstay,逾時
grabber,爪鉤
low-grade,低度的
organist,管風琴家
first-line,第一線
modulator,調節器；調節物
schematics,示意圖
leptin,瘦素
lustre,光澤
epithelium,上皮；上皮細胞
girth,肚帶
carpal,腕的
dysplasia,發育不良
goblet,高腳酒杯
peacetime,平時
three-star,三星級
amortisation,攤銷；分期攤還
accretion,堆積；地下水補注；孳長；吸積
plexus,叢；葉脈網
blowback,後壓力；回火；回爆
credo,信條；信經
drowsy,昏睡
chromosomal,染色體的
baldness,禿；禿髮
selectivity,選擇性
periodontal,牙周的
adrenalin,腎上腺素；腎上腺激素
raster,網格；光柵；光域
modulus,係數；模數；模態
dictation,聽寫；默寫
slicer,切片機
scoliosis,脊柱側彎
speedometer,車速表；計速器
byproducts,副產品
serendipity,意外發現
argon,氬
miscalculation,誤算
copier,影印機；複印機
bulimia,暴食症；貪食症
alcove,流槽
plasticity,塑性；可塑性
guava,番石榴
overpopulation,人口過剩
alkali,鹼；鹼性；鹼金屬
decelerate,減速
anaphylaxis,過敏；過敏性；嚴重過敏；急性過敏
telescopic,望遠鏡的
loudness,響度
knock-out,擊出
joiner,細木工
cordillera,山系
wafers,鬆餅
glo,煤
neutrophil,嗜中性白血球
jawbone,顎骨
balloting,發射範圍
subdirectory,子目錄
infertile,不孕的
boson,玻色子；玻子
retardation,減緩；遲緩；減速；阻滯；減速度；緩凝
collarbone,鎖骨
ladle,桶
steppe,草原；乾草原
brainwashing,洗腦
crag,巉岩
overburden,超載；表土；覆蓋層
psychoanalysis,精神分析
hobo,遊民
buffing,拋光；打光
dependability,可靠性；可信性
orifice,口；孔口
belting,皮帶傳動
histamine,組織胺
scythe,大鐮刀
tabulate,列表
plinth,基座
medusa,水母；海蜇；水母體
wiener,維也納香腸
tri-state,三態
amok,發狂
dissociate,解離
roughness,粗糙；糙度；粗度；粗糙度
storehouse,倉庫
varicose,靜脈曲張的
iridium,銥
valence,價；期望值；效價
boreal,北方；北方的
dial-up,撥接；撥上
henchmen,追隨者
recidivism,再犯；累犯
algal,藻類的
cistern,水池；水槽
placer,砂礦；開單者
dilation,擴大；膨脹
stricture,狹窄
pasty,餡餅
oligarchy,寡頭政治；寡頭統治
seamstress,女裁縫師
reminiscence,回憶
polymorphism,多型；多形性；多型態；多型性
aqueduct,導水管
amyloid,類澱粉；類澱粉蛋白
stratification,地層；分層；積層；層積；層化；成層；層理；階層化
hairpin,傳回；髮夾；髮夾彎
built-up,組合
quintal,百公斤
earthworm,蚯蚓
scissor,剪；剪裁；剪刀
vamp,修補；蛇蠍美人
aborigines,原住民
carcinogens,致癌物
cobweb,蜘蛛網
subgenre,次類型
xenon,氙
lemur,狐猴
rubella,德國麻疹；風疹
epinephrine,腎上腺素；腎上腺激素
flyby,飛掠
anti-aircraft,防空
